,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross margin percentage,gross income,Rating,Day,Date(dd-mm-yyyy),Month
549,549,549,549,549,549,549,665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,17:36:00,Ewallet,157.26,4.761904762,7.863,7.5,Wednesday,27-02-2019,February
550,550,550,550,550,550,550,695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,20:00:00,Ewallet,296.37,4.761904762,14.8185,6.4,Saturday,23-02-2019,February
551,551,551,551,551,551,551,794-32-2436,B,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,116.907,15:08:00,Ewallet,111.34,4.761904762,5.567,6.0,Wednesday,27-03-2019,March
552,552,552,552,552,552,552,574-31-8277,B,Mandalay,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,19:55:00,Cash,33.63,4.761904762,1.6815,5.6,Wednesday,20-03-2019,March
553,553,553,553,553,553,553,369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,18:22:00,Ewallet,378.3,4.761904762,18.915,7.8,Tuesday,15-01-2019,January
554,554,554,554,554,554,554,563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,11:52:00,Cash,334.86,4.761904762,16.743,9.9,Tuesday,22-01-2019,January
555,555,555,555,555,555,555,149-15-7606,B,Mandalay,Member,Male,Sports and travel,37.32,9,16.794,352.674,15:31:00,Ewallet,335.88,4.761904762,16.794,5.1,Wednesday,6/3/2019,March
556,556,556,556,556,556,556,133-77-3154,B,Mandalay,Member,Male,Fashion accessories,60.18,4,12.036,252.756,18:04:00,Credit card,240.72,4.761904762,12.036,9.4,Saturday,16-02-2019,February
557,557,557,557,557,557,557,322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,11:46:00,Cash,128.91,4.761904762,6.4455,9.3,Sunday,3/2/2019,February
558,558,558,558,558,558,558,725-67-2480,B,Mandalay,Member,Female,Fashion accessories,58.75,6,17.625,370.125,18:14:00,Credit card,352.5,4.761904762,17.625,5.9,Sunday,24-03-2019,March
559,559,559,559,559,559,559,779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,13:06:00,Ewallet,173.22,4.761904762,8.661,7.7,Wednesday,20-02-2019,February
560,560,560,560,560,560,560,190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,20:43:00,Ewallet,71.88,4.761904762,3.594,6.4,Saturday,23-02-2019,February
561,561,561,561,561,561,561,679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,10:01:00,Credit card,81.24,4.761904762,4.062,4.1,Thursday,17-01-2019,January
562,562,562,562,562,562,562,642-61-4706,B,Mandalay,Member,Male,Food and beverages,93.4,2,9.34,196.14,16:34:00,Cash,186.8,4.761904762,9.34,5.5,Saturday,30-03-2019,March
563,563,563,563,563,563,563,576-31-4774,B,Mandalay,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,13:10:00,Ewallet,220.23,4.761904762,11.0115,4.0,Saturday,2/3/2019,March
564,564,564,564,564,564,564,242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,19:57:00,Cash,167.54,4.761904762,8.377,4.6,Sunday,24-02-2019,February
565,565,565,565,565,565,565,752-23-3760,B,Mandalay,Member,Female,Sports and travel,64.08,7,22.428,470.988,19:29:00,Credit card,448.56,4.761904762,22.428,7.3,Tuesday,19-02-2019,February
566,566,566,566,566,566,566,528-87-5606,B,Mandalay,Member,Female,Electronic accessories,39.48,1,1.974,41.454,19:43:00,Cash,39.48,4.761904762,1.974,6.5,Tuesday,12/2/2019,February
567,567,567,567,567,567,567,320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,10:11:00,Credit card,34.81,4.761904762,1.7405,7.0,Monday,14-01-2019,January
568,568,568,568,568,568,568,510-79-0415,B,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,19:20:00,Ewallet,138.48,4.761904762,6.924,4.9,Thursday,24-01-2019,January
569,569,569,569,569,569,569,241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,12:58:00,Credit card,98.2,4.761904762,4.91,6.4,Tuesday,8/1/2019,January
570,570,570,570,570,570,570,767-97-4650,B,Mandalay,Member,Female,Sports and travel,64.83,2,6.483,136.143,11:59:00,Credit card,129.66,4.761904762,6.483,8.0,Tuesday,8/1/2019,January
571,571,571,571,571,571,571,826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,19:46:00,Ewallet,248.76,4.761904762,12.438,4.3,Sunday,6/1/2019,January
572,572,572,572,572,572,572,176-64-7711,B,Mandalay,Normal,Male,Food and beverages,32.32,3,4.848,101.808,19:11:00,Credit card,96.96,4.761904762,4.848,4.3,Wednesday,27-03-2019,March
573,573,573,573,573,573,573,191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,18:57:00,Credit card,197.7,4.761904762,9.885,5.0,Wednesday,27-02-2019,February
574,574,574,574,574,574,574,729-06-2010,B,Mandalay,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,11:18:00,Cash,724.23,4.761904762,36.2115,9.2,Sunday,6/1/2019,January
575,575,575,575,575,575,575,640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,12:40:00,Cash,795.51,4.761904762,39.7755,6.3,Saturday,2/3/2019,March
576,576,576,576,576,576,576,186-79-9562,B,Mandalay,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,14:06:00,Cash,502.39,4.761904762,25.1195,8.9,Friday,29-03-2019,March
577,577,577,577,577,577,577,834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,43.0,4,8.6,180.6,20:48:00,Ewallet,172.0,4.761904762,8.6,7.6,Thursday,31-01-2019,January
578,578,578,578,578,578,578,821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,15:04:00,Credit card,104.88,4.761904762,5.244,6.1,Friday,18-01-2019,January
579,579,579,579,579,579,579,418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,20:42:00,Cash,178.92,4.761904762,8.946,7.1,Saturday,2/2/2019,February
580,580,580,580,580,580,580,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,13:45:00,Credit card,132.36,4.761904762,6.618,7.9,Monday,18-03-2019,March
581,581,581,581,581,581,581,434-35-9162,B,Mandalay,Member,Male,Food and beverages,23.34,4,4.668,98.028,18:53:00,Ewallet,93.36,4.761904762,4.668,7.4,Monday,4/2/2019,February
582,582,582,582,582,582,582,174-64-0215,B,Mandalay,Normal,Male,Sports and travel,69.74,10,34.87,732.27,17:49:00,Credit card,697.4,4.761904762,34.87,8.9,Tuesday,5/3/2019,March
583,583,583,583,583,583,583,299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,10:54:00,Cash,365.26,4.761904762,18.263,9.3,Saturday,9/3/2019,March
584,584,584,584,584,584,584,438-23-1242,B,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,10:38:00,Ewallet,531.16,4.761904762,26.558,8.9,Thursday,24-01-2019,January
585,585,585,585,585,585,585,238-45-6950,B,Mandalay,Member,Male,Food and beverages,53.72,1,2.686,56.406,20:03:00,Ewallet,53.72,4.761904762,2.686,6.4,Friday,1/3/2019,March
586,586,586,586,586,586,586,197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,18:22:00,Ewallet,732.48,4.761904762,36.624,6.0,Saturday,12/1/2019,January
587,587,587,587,587,587,587,457-13-1708,B,Mandalay,Member,Male,Fashion accessories,65.23,10,32.615,684.915,19:07:00,Credit card,652.3,4.761904762,32.615,5.2,Tuesday,8/1/2019,January
588,588,588,588,588,588,588,487-79-6868,B,Mandalay,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,19:28:00,Credit card,110.61,4.761904762,5.5305,8.0,Tuesday,26-03-2019,March
589,589,589,589,589,589,589,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,93.744,11:16:00,Ewallet,89.28,4.761904762,4.464,4.1,Thursday,14-03-2019,March
590,590,590,590,590,590,590,775-72-1988,B,Mandalay,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,15:05:00,Ewallet,366.4,4.761904762,18.32,8.4,Thursday,24-01-2019,January
591,591,591,591,591,591,591,785-96-0615,B,Mandalay,Member,Female,Electronic accessories,35.74,8,14.296,300.216,15:28:00,Ewallet,285.92,4.761904762,14.296,4.9,Sunday,17-02-2019,February
592,592,592,592,592,592,592,842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,10:38:00,Credit card,772.0,4.761904762,38.6,5.6,Monday,11/2/2019,February
593,593,593,593,593,593,593,525-09-8450,B,Mandalay,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,15:12:00,Credit card,721.3,4.761904762,36.065,4.2,Thursday,31-01-2019,January
594,594,594,594,594,594,594,593-14-4239,B,Mandalay,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,19:40:00,Ewallet,763.68,4.761904762,38.184,4.7,Tuesday,5/3/2019,March
595,595,595,595,595,595,595,388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,13:59:00,Cash,82.14,4.761904762,4.107,6.3,Wednesday,13-02-2019,February
596,596,596,596,596,596,596,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,18:51:00,Cash,382.56,4.761904762,19.128,7.9,Saturday,16-03-2019,March
597,597,597,597,597,597,597,707-32-7409,B,Mandalay,Member,Female,Sports and travel,95.54,4,19.108,401.268,11:58:00,Ewallet,382.16,4.761904762,19.108,4.5,Tuesday,26-02-2019,February
598,598,598,598,598,598,598,120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,18:08:00,Credit card,144.3,4.761904762,7.215,8.0,Tuesday,22-01-2019,January
599,599,599,599,599,599,599,875-31-8302,B,Mandalay,Normal,Male,Sports and travel,93.38,1,4.669,98.049,13:07:00,Cash,93.38,4.761904762,4.669,9.6,Thursday,3/1/2019,January
600,600,600,600,600,600,600,457-94-0464,B,Mandalay,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,20:32:00,Ewallet,790.83,4.761904762,39.5415,5.6,Thursday,31-01-2019,January
601,601,601,601,601,601,601,744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,13:48:00,Credit card,973.7,4.761904762,48.685,4.9,Tuesday,15-01-2019,January
602,602,602,602,602,602,602,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,16:26:00,Ewallet,54.36,4.761904762,2.718,4.3,Friday,15-03-2019,March
603,603,603,603,603,603,603,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,97.419,10:50:00,Credit card,92.78,4.761904762,4.639,9.8,Friday,15-03-2019,March
604,604,604,604,604,604,604,751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,16:45:00,Ewallet,138.06,4.761904762,6.903,7.9,Saturday,12/1/2019,January
605,605,605,605,605,605,605,831-81-6575,B,Mandalay,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,11:12:00,Cash,680.31,4.761904762,34.0155,8.0,Saturday,23-02-2019,February
606,606,606,606,606,606,606,559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,10:38:00,Cash,17.75,4.761904762,0.8875,8.6,Monday,14-01-2019,January
607,607,607,607,607,607,607,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,90.3,14:38:00,Ewallet,86.0,4.761904762,4.3,6.2,Friday,15-03-2019,March
608,608,608,608,608,608,608,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.964,16:45:00,Ewallet,425.68,4.761904762,21.284,5.0,Thursday,14-03-2019,March
609,609,609,609,609,609,609,869-11-3082,B,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,20:03:00,Credit card,384.64,4.761904762,19.232,8.4,Sunday,27-01-2019,January
610,610,610,610,610,610,610,190-59-3964,B,Mandalay,Member,Male,Food and beverages,47.16,5,11.79,247.59,14:35:00,Credit card,235.8,4.761904762,11.79,6.0,Sunday,3/2/2019,February
611,611,611,611,611,611,611,366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,16:32:00,Ewallet,211.56,4.761904762,10.578,6.7,Monday,25-03-2019,March
612,612,612,612,612,612,612,109-86-4363,B,Mandalay,Member,Female,Sports and travel,60.08,7,21.028,441.588,11:36:00,Credit card,420.56,4.761904762,21.028,4.5,Thursday,14-02-2019,February
613,613,613,613,613,613,613,222-42-0244,B,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,13:53:00,Credit card,648.99,4.761904762,32.4495,7.7,Monday,28-01-2019,January
614,614,614,614,614,614,614,636-17-0325,B,Mandalay,Normal,Male,Health and beauty,62.57,4,12.514,262.794,18:37:00,Cash,250.28,4.761904762,12.514,9.5,Monday,25-02-2019,February
615,615,615,615,615,615,615,343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85,8,4.74,99.54,16:34:00,Cash,94.8,4.761904762,4.74,4.1,Wednesday,9/1/2019,January
616,616,616,616,616,616,616,427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,11:01:00,Ewallet,285.11,4.761904762,14.2555,5.4,Tuesday,12/3/2019,March
617,617,617,617,617,617,617,670-71-7306,B,Mandalay,Normal,Male,Sports and travel,44.63,6,13.389,281.169,20:08:00,Credit card,267.78,4.761904762,13.389,5.1,Wednesday,2/1/2019,January
618,618,618,618,618,618,618,291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,17:38:00,Cash,60.3,4.761904762,3.015,6.0,Thursday,28-02-2019,February
619,619,619,619,619,619,619,866-70-2814,B,Mandalay,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,11:58:00,Ewallet,527.9,4.761904762,26.395,10.0,Monday,25-02-2019,February
620,620,620,620,620,620,620,895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,10:52:00,Cash,328.59,4.761904762,16.4295,4.2,Saturday,16-02-2019,February
621,621,621,621,621,621,621,770-42-8960,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,19:31:00,Cash,168.96,4.761904762,8.448,6.3,Tuesday,1/1/2019,January
622,622,622,622,622,622,622,234-36-2483,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,13:51:00,Cash,345.54,4.761904762,17.277,5.1,Friday,15-02-2019,February
623,623,623,623,623,623,623,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,11:55:00,Credit card,101.52,4.761904762,5.076,4.3,Sunday,17-03-2019,March
624,624,624,624,624,624,624,533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,11:42:00,Cash,357.49,4.761904762,17.8745,7.0,Saturday,12/1/2019,January
625,625,625,625,625,625,625,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.452,14:48:00,Credit card,724.24,4.761904762,36.212,6.5,Friday,15-03-2019,March
626,626,626,626,626,626,626,544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,11:51:00,Cash,214.3,4.761904762,10.715,6.2,Monday,28-01-2019,January
627,627,627,627,627,627,627,608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,20:19:00,Cash,39.75,4.761904762,1.9875,6.1,Monday,25-02-2019,February
628,628,628,628,628,628,628,761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,10:17:00,Ewallet,96.8,4.761904762,4.84,8.6,Saturday,19-01-2019,January
629,629,629,629,629,629,629,490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,14:25:00,Ewallet,332.1,4.761904762,16.605,6.0,Tuesday,8/1/2019,January
630,630,630,630,630,630,630,311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,15:18:00,Credit card,319.9,4.761904762,15.995,9.9,Wednesday,20-02-2019,February
631,631,631,631,631,631,631,114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,15:06:00,Cash,463.28,4.761904762,23.164,8.1,Thursday,7/2/2019,February
632,632,632,632,632,632,632,715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,20:57:00,Cash,141.9,4.761904762,7.095,9.4,Wednesday,6/3/2019,March
633,633,633,633,633,633,633,811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,15:16:00,Credit card,302.7,4.761904762,15.135,8.9,Wednesday,6/2/2019,February
634,634,634,634,634,634,634,699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,17:47:00,Credit card,793.28,4.761904762,39.664,4.2,Monday,28-01-2019,January
635,635,635,635,635,635,635,509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,12:02:00,Ewallet,183.88,4.761904762,9.194,5.1,Saturday,9/2/2019,February
636,636,636,636,636,636,636,851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,14:08:00,Credit card,414.4,4.761904762,20.72,6.6,Sunday,24-03-2019,March
637,637,637,637,637,637,637,624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,10:44:00,Credit card,490.1,4.761904762,24.505,4.2,Sunday,27-01-2019,January
638,638,638,638,638,638,638,313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,20:29:00,Credit card,87.45,4.761904762,4.3725,7.3,Wednesday,27-03-2019,March
639,639,639,639,639,639,639,777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,11:26:00,Ewallet,206.91,4.761904762,10.3455,8.7,Friday,22-02-2019,February
640,640,640,640,640,640,640,636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,12:36:00,Ewallet,78.78,4.761904762,3.939,6.3,Saturday,2/3/2019,March
641,641,641,641,641,641,641,181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,10:58:00,Cash,98.22,4.761904762,4.911,7.0,Friday,8/2/2019,February
642,642,642,642,642,642,642,226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,11:10:00,Ewallet,55.12,4.761904762,2.756,9.0,Thursday,10/1/2019,January
643,643,643,643,643,643,643,321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,17:38:00,Credit card,88.31,4.761904762,4.4155,5.2,Friday,15-02-2019,February
644,644,644,644,644,644,644,431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,20:51:00,Credit card,794.25,4.761904762,39.7125,7.6,Friday,15-02-2019,February
645,645,645,645,645,645,645,825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,19:26:00,Ewallet,50.62,4.761904762,2.531,7.2,Saturday,2/3/2019,March
646,646,646,646,646,646,646,641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,13:33:00,Ewallet,599.52,4.761904762,29.976,7.1,Sunday,24-03-2019,March
647,647,647,647,647,647,647,501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,20:24:00,Ewallet,378.9,4.761904762,18.945,9.8,Thursday,3/1/2019,January
648,648,648,648,648,648,648,676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,20:13:00,Ewallet,53.78,4.761904762,2.689,4.7,Sunday,3/2/2019,February
649,649,649,649,649,649,649,365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,14:26:00,Ewallet,211.44,4.761904762,10.572,8.9,Sunday,24-02-2019,February
650,650,650,650,650,650,650,503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,12:40:00,Ewallet,119.73,4.761904762,5.9865,9.3,Thursday,21-02-2019,February
651,651,651,651,651,651,651,305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,18:43:00,Ewallet,65.7,4.761904762,3.285,4.7,Wednesday,9/1/2019,January
652,652,652,652,652,652,652,574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,13:22:00,Ewallet,251.4,4.761904762,12.57,8.7,Monday,25-02-2019,February
653,653,653,653,653,653,653,200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,11:45:00,Cash,395.46,4.761904762,19.773,5.7,Saturday,9/2/2019,February
654,654,654,654,654,654,654,430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,15:55:00,Cash,276.12,4.761904762,13.806,7.1,Thursday,7/2/2019,February
655,655,655,655,655,655,655,794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,14:41:00,Credit card,66.66,4.761904762,3.333,6.4,Saturday,26-01-2019,January
656,656,656,656,656,656,656,172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,18:18:00,Credit card,76.54,4.761904762,3.827,5.8,Saturday,2/3/2019,March
657,657,657,657,657,657,657,214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,19:44:00,Credit card,172.45,4.761904762,8.6225,9.0,Monday,11/3/2019,March
658,658,658,658,658,658,658,746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,11:36:00,Credit card,846.3,4.761904762,42.315,9.0,Tuesday,1/1/2019,January
659,659,659,659,659,659,659,448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,13:51:00,Ewallet,258.37,4.761904762,12.9185,6.7,Sunday,10/2/2019,February
660,660,660,660,660,660,660,452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,15:17:00,Cash,609.56,4.761904762,30.478,5.5,Saturday,26-01-2019,January
661,661,661,661,661,661,661,883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.832,11:55:00,Credit card,99.84,4.761904762,4.992,7.0,Wednesday,6/3/2019,March
662,662,662,662,662,662,662,518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,15:10:00,Ewallet,159.6,4.761904762,7.98,4.9,Tuesday,26-02-2019,February
663,663,663,663,663,663,663,156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,18:10:00,Credit card,25.45,4.761904762,1.2725,5.1,Sunday,10/3/2019,March
664,664,664,664,664,664,664,151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,20:43:00,Credit card,67.77,4.761904762,3.3885,6.5,Monday,4/2/2019,February
665,665,665,665,665,665,665,374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,19:30:00,Ewallet,318.55,4.761904762,15.9275,8.5,Thursday,7/2/2019,February
666,666,666,666,666,666,666,764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,14:42:00,Ewallet,29.52,4.761904762,1.476,4.3,Monday,18-02-2019,February
667,667,667,667,667,667,667,552-44-5977,B,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,19:08:00,Credit card,496.0,4.761904762,24.8,6.2,Thursday,3/1/2019,January
668,668,668,668,668,668,668,430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,15:46:00,Credit card,602.96,4.761904762,30.148,8.4,Monday,28-01-2019,January
669,669,669,669,669,669,669,602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,18:10:00,Ewallet,766.0,4.761904762,38.3,6.0,Thursday,24-01-2019,January
670,670,670,670,670,670,670,690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,18:35:00,Ewallet,174.9,4.761904762,8.745,6.6,Friday,22-02-2019,February
671,671,671,671,671,671,671,303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,17:16:00,Ewallet,973.8,4.761904762,48.69,4.4,Saturday,2/3/2019,March
672,672,672,672,672,672,672,226-31-3081,C,Naypyitaw,Normal,Female,Electronic accessories,15.28,5,3.82,80.22,10:29:00,Cash,76.4,4.761904762,3.82,9.6,Friday,8/3/2019,March
673,673,673,673,673,673,673,699-14-3026,C,Naypyitaw,Normal,Male,Electronic accessories,85.39,7,29.8865,627.6165,18:30:00,Ewallet,597.73,4.761904762,29.8865,4.1,Monday,25-03-2019,March
674,674,674,674,674,674,674,315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,36.78,772.38,11:38:00,Ewallet,735.6,4.761904762,36.78,8.0,Sunday,24-02-2019,February
675,675,675,675,675,675,675,300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,11:24:00,Ewallet,430.2,4.761904762,21.51,4.8,Monday,25-02-2019,February
676,676,676,676,676,676,676,183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,10:42:00,Ewallet,397.68,4.761904762,19.884,7.5,Wednesday,6/2/2019,February
677,677,677,677,677,677,677,232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.406,71.526,12:28:00,Ewallet,68.12,4.761904762,3.406,6.8,Monday,7/1/2019,January
678,678,678,678,678,678,678,333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21.968,461.328,13:24:00,Ewallet,439.36,4.761904762,21.968,7.6,Saturday,23-03-2019,March
679,679,679,679,679,679,679,554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,10:11:00,Cash,112.22,4.761904762,5.611,6.3,Saturday,2/2/2019,February
680,680,680,680,680,680,680,228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,20:39:00,Cash,789.6,4.761904762,39.48,7.6,Monday,4/3/2019,March
681,681,681,681,681,681,681,617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.537,32.277,19:47:00,Cash,30.74,4.761904762,1.537,7.2,Saturday,16-03-2019,March
682,682,682,682,682,682,682,574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.615,17:08:00,Ewallet,826.3,4.761904762,41.315,7.9,Tuesday,19-03-2019,March
683,683,683,683,683,683,683,326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,10:19:00,Cash,639.8,4.761904762,31.99,9.5,Sunday,3/2/2019,February
684,684,684,684,684,684,684,778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,15:46:00,Credit card,15.43,4.761904762,0.7715,6.1,Friday,25-01-2019,January
